source,description,goal,compute,data_handling,network,security_compliance,management_monitoring,cloud_service_essentials,ambiguity_type,ambuiguity,comments
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The detailed inventory of existing Cloud environment will be shared with selected shortlisted bidder,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The AMC of above Infra will be taken care by the Bank,0,0,0,0,0,0,0,5,1,doubt
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"The bidder is required to deliver, install and commissioned the proposed infrastructure for implementation of private cloud solution at new DC co-located site",0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The Bank has recently deployed Cisco ACI solution for micro segmentation purpose,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The bidder may also propose to use the solution for delivering cloud security functionality laid out in Part-5 (technical specification) of RFP,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,The bidders are required to implement Virtualized environment on HyperConverged Infrastructure (Software defined Storage) in RRB division as per the clusters sizing mentioned in Table 2,0,0,0,0,0,0,0,0,0,
https://bankofindia.co.in/documents/20121/1381672/Private+Cloud+Setup+RFP+to+be+published+on+Website2022-10-16+035700354.pdf/ac4164e1-225b-d471-f6d1-07031fc0ae3a?t=1670247713055&download=true,"All the necessary LAN cables (min CAT6) & Fibre cables (min OM5), SAS cables of appropriate type, Power cables (C13/C14, C19/C20 or any other type) are to be provided by the service provider & internal cabling, uplink cabling, labelling and dressing has to be completed by the service provider.",1,0,0,1,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ICBA is standardizing the hosting of its applications and needs to be supported by a Public Cloud platform that is able to provide the required Infrastructure as a Service (IaaS),1,1,1,1,0,0,1,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The required components need to be deployable without code changes and must be supported by the related OEMs,0,0,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ICBA requires the public cloud platform to support Windows and Linux based operating systems based on x86 based infrastructure,1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The Public Cloud platform must provide an option for ICBA to select between: non-shared single tenant virtual infrastructure built on an existing managed hypervisor, dedicated physical resources that are not shared and specific to ICBA, a combination of the above two in a single connected environment",1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The provided platform must specify how it is availing the best performance, resources and security options for the ICBA workloads",1,0,0,0,1,0,1,1,1,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The Public Cloud platform must include in the offer enterprise level support that is available 24x7, including tickets, live chat, online references and phone calls",1,0,0,0,0,1,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The hypervisor used on the public cloud must include,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ability to provision and de-provision virtual servers,1,1,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ability to provide High Availability and clustering of physical resources that are virtualized for hypervisor use,1,0,0,0,0,0,1,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ability to extend the hypervisor to have native Site Recovery capability across different datacenters in case of Disaster or Data center failures,1,0,0,0,0,0,1,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ability to extend the hypervisor to support Software Defined Networking including NFV ICBA requires the ability to easily and seamlessly migrate virtualized resources to/from the Public Cloud,1,0,0,0,0,0,1,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Virtualized resources are currently based on VMware platform,1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ICBA also requires that ability to migrate existing physical servers to the public cloud platform with a simple migration path providing an option to either use a suitably provided hypervisor or direct to a bare metal server,1,1,0,0,0,0,1,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ICBA requires the ability to provide storage and backup replication across data centers,1,0,1,0,0,0,1,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud must provide resiliency options to allow the running of servers and workloads with minimal downtime or no data loss,1,1,0,0,0,0,1,1,1,problem 1
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Resiliency is needed across the provided infrastructure including but not limited to compute, networking and storage resources along with public cloud datacenter (location) resiliency and connectivity to off cloud locations",1,1,1,1,0,0,0,1,1,problem 1
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public cloud must be able to provide the following options,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Support for 1GB to 5GB of daily data transfer to the Public Cloud,1,1,0,0,0,0,1,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The solution needs to provide suitable connectivity options along with required bandwidth to support the expected data transfer load,1,0,0,1,0,0,0,0,0,problem 1
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,any system or data access to/from the cloud infrastructure must be provided used secured nonpublic options such as encrypted VPN tunnels,1,0,0,1,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,ICBA should be able to control access level using firewall rules between,1,0,0,1,1,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,resources hosted within the Cloud infrastructure,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,resources hosted between External resources and the Cloud Infrastructure,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Suitable firewall/policies configuration options need to be exposed to ICBA cloud admins,0,0,0,0,0,0,0,0,0,problem 1
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Load Balancing capabilities must be provided,1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Public Cloud must provide unlimited, unmetered data transfer capability between all the cloud’s datacenters and unlimited, unmetered upload data capacity",1,0,0,1,0,0,0,3,1,doubt 2
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The solution must clearly provide all the requirements needed to support the solution including any networking requirements needed for client access or to integrate the Public Cloud with the local datacenter,1,0,0,0,1,1,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Any capacity and bandwidth requirements need to be clearly stated based on the provided details,1,0,0,1,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public cloud must be able to provide the following options,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Storage to include Block, Object and File storage types",1,0,1,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Storage based on Performance or Endurance options built in where applicable,1,0,1,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,RAID groups for disk redundancy support on bare metal and dedicated resources,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Disk Types – SAS, SATA, SSD",1,0,1,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"IOPS with different tiers including 0.25, 2 or 4 IOPS/GB which must remain consistent with use of the storage allocated",1,1,1,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The minimum required storage capacity requirements,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Total block storage for servers – 10 TB with high IOPS,1,0,1,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Total backup storage – 10 TB with low IOPS,1,0,1,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud platform must provide a suitable solution for periodic backups of the servers hosted in the cloud,1,0,0,0,0,0,1,1,1,periodic
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,This support should include common industry tools for backup solutions such as R1Soft or Evault,1,0,0,0,0,0,1,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The public cloud must support the backup and recovery of virtualized servers such as servers running on Vmware vsphere or Hyper V as well as dedicated bare metal servers,1,1,0,0,0,0,1,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud platform must provide the facility to monitor servers hosted in the Cloud using enterprise level monitoring tools,1,0,0,0,0,1,0,1,1,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The requirement is limited to infrastructure monitoring to provide visibility of resource and server availability,1,0,0,0,0,1,0,1,1,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Where VMware or virtual servers are used, they must support the ability to be monitoring by VMware vSphere with Operations Management (vSOM)",1,1,0,0,0,1,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Monitoring tools must provide an option to extend to monitoring servers across different data centers (public and private) using the same unified interface,1,0,0,0,0,1,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud must support the automated provisioning of servers for the operating systems required along with the following options,1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Ability to select Control panel software such as cPanel, Plesk Panel or Parallels Plesk Panel",0,0,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Ability to provision resources using a self-service interface and covering the following,0,0,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Non-shared single tenant virtual infrastructure,1,1,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Bare Metal Servers that provide the maximum performance and security,1,1,0,0,1,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Support VMware or Hyper-V platforms (vSphere, VSOM, VRA, vCenter or MS System Center with minimum enterprise plus licenses)",1,1,0,0,0,0,0,5,1,doubt
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The Public Cloud must provide at least the following computing capacity: Total CPU – 22 cores, Total Memory – 256 GB",1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The platform must provide the option for ICBA to decide on the ratio of physical to virtual resource overcommitment on both CPU and RAM,1,1,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The cloud must be able to optimize the overall utilization of the hardware by dynamically allocating resources based on predefined workload policy or based on real-time capacity demand,1,1,0,0,0,1,0,1,1,ultilization
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The platform needs to provide the capability to scale up or down server resources on virtual, dedicated and bare metal servers without minimal commitments for the year",1,1,0,0,0,0,0,4,1,with minimal commitment
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud must provide a facility to do maintenance and upgrades with minimal downtime,1,0,0,0,0,1,1,1,1,minimal doqntime
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud platform should have a technical capability to smoothly transfer workloads and servers to/from the cloud infrastructure,1,0,0,0,0,0,1,1,1,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"This should cover movement of workloads from external locations, transfer of workloads from the Cloud to external sources as well as transfers within the cloud data centres",0,0,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,The Public Cloud should provide a role based administration interface,1,0,0,0,0,1,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"The Public cloud platform must support industry security standards and ensure data, resources and users are protected across the provided environment",1,0,0,0,1,0,0,1,1,protected
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"Environment and data must include encryption of data, secured data transfer, firewalls and gateways protecting any connected endpoints on both the public cloud and the private datacenters",1,0,0,0,1,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Any devices required on the private datacenter must be clearly stated as part of the proposal,0,0,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,"During the infrastructure migration, bidder shall provide knowledge transfer of the data migration process and tools, operational aspect of the cloud environment",0,0,0,0,0,0,0,0,0,
https://www.biosaline.org/sites/default/files/rfp-iaas-cloud.docx.pdf,Training should be provided to the IT personnel for the new administration and cloud features.,0,0,0,0,0,0,0,1,1,Training
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"IBM wishes to engage a CSP for providing Cloud Services for a period of 3 years, which may be reviewed for extension on the completion of third year at the discretion of IBM for hosting MTS applications",0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Bidder will be responsible for provisioning of required IT infrastructure as IaaS for hosting MTS application,1,0,0,0,0,1,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The proposed landscape for the deployment of MTS solution is a: Staging, Production, Disaster Recovery",1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The above environments are to be deployed on the virtual private Cloud/Government Community Cloud,1,0,0,1,0,0,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The environment of virtual private cloud/Government Community Cloud shall comply with the respective Provisional Empanelment Compliance Requirements published by Ministry of Electronics Information and Technology, Government of India",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Each of the environments mentioned above should be logically isolated, i.e., separate from the production environment in a different VLAN than the production environment and setup such that users of the environments are in separate networks",1,0,0,1,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The Bidder shall be responsible for provisioning required compute infrastructure (server/virtual machines), storage for hosting MTS applications",1,1,1,0,0,0,0,0,0,problem 1
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The indicative compute requirements for the IT infrastructure is placed at Annexure C,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,Inbuilt Anti-Spam/Malware/Antivirus threats control software,1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The Bidder shall be responsible for provisioning of adequate Internet Bandwidth and connectivity at the DC & DR, including termination devices, for end users to access MTS application",1,0,0,1,0,0,0,1,1,adeuqate
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The Bidder will be responsible for provisioning of requisite network infrastructure (including switches, routers and firewalls) to ensure accessibility of the servers as per defined SLA’s",1,0,0,1,0,0,0,0,0,problem 2
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Bidder shall offer DR as a service for all resources offered on primary DC site,1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Bidder shall be responsible for provisioning of bandwidth for replication of data between the DC site and DR Site,1,0,0,1,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,Geographical Location of the Disaster Recovery Environment shall be different location from the Data Center environment or at a different place other than the Primary DC based on the project requirements,1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The infrastructure provisioned by the Bidder must be scalable and shall allow IBM to add/reduce cloud resources on demand basis through an user-friendly dashboard,1,1,0,0,0,1,0,0,0,problem 1
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The solution needs to provide the ability for IBM IT Administrators to automatically provision the services via a Web Portal (Self Provisioning), provide metering and billing to provide service assurance for maintenance & operations activities",1,0,0,0,0,1,0,2,1,"provide metering, and billing to provide service assurance or provide metering and billing to provide service assurance"
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Detailed user level or user group level auditing, monitoring, metering, accounting, quota and show-back information is essential the cloud platform to be offered",1,0,0,0,0,1,0,4,1,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Compliance process to the defined international standards and security guidelines such as ISO 27001, for maintaining operations of cloud and ensuring privacy of IBM data",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,A change release management and configuration management procedure is defined and implemented to process any change to the cloud environment / services,1,0,0,0,0,1,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,This procedure must include the capability to support the transition between the aforementioned environments prior to production deployment,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Manage the instances of storage, compute instances, and network environments",1,1,1,1,0,0,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,This includes department-owned & installed operating systems and other system software that are outside of the authorization boundary of the CSP,0,0,0,0,0,0,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Service Provider is also responsible for managing specific controls relating to shared touch points within the security authorization boundary, such as establishing customized security control solutions",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Examples include, but are not limited to, configuration and patch management, vulnerability scanning, disaster recovery, and protecting data in transit and at rest, host firewall management, managing credentials, identity and access management, and managing network configurations",1,0,0,0,1,1,1,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Provide support to technical team of IBM or nominated agency for Optimization of resources in cloud environment for better performance and also provide physical and virtual access to the technical persons for the resolution of any issue pertaining to the operation, maintenance or rectification to keep the application running without any problem, as authenticated by IBM",1,0,0,0,0,1,0,1,1,performance
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The bidder should provide 24*7 Helpdesk support,1,0,0,0,0,1,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,CSP should provide training to IBM nominated officials/personnel on usage of the Console and any other technical aspect for monitoring of MTS project,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Each environment wise, an Indicative bill of material is provided in the Annexure C",0,0,0,0,0,0,0,4,1,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The CSP/Bidder facilities/services need to be certified / compliant to the following standards based on the project requirements: ISO 27001 - Data Center and the cloud services should be certified for the latest version of the standards, ISO/IEC 27017:2015-Code of practice for information security controls based on ISO/IEC 27002 for cloud services and Information technology, ISO 27018 - Code of practice for protection of personally identifiable information (PII) in public clouds, ISO 20000-9-Guidance on the application of ISO/IEC 20000-1 to cloud services, PCI DSS - compliant technology infrastructure for storing, processing, and transmitting credit card information in the cloud – This standard is required if the transactions involve credit card payments",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The CSP/Bidder shall comply or meet any security requirements applicable to CSPs/bidders published (or to be published) by Ministry of Electronics Information and Technology (MeitY), Government of India or any standards body setup / recognized by Government of India from time to time and notified to the CSP/Bidder by MeitY as a mandatory standard",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The CSP/Bidder shall meet all the security requirements indicated in the IT Act 2000 the terms and conditions of the Provisional Empanelment of the Cloud Service Providers and shall comply to the audit criteria defined by Privacy and Security Safeguards,1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"CSP/Bidder to ensure that the data is encrypted as part of a standard security process for highly sensitive content or choose the right cryptographic algorithms evaluating security, performance, and compliance requirements specific to their application and may choose from multiple key management options",1,0,0,0,1,0,0,5,1,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"CSP/Bidder to notify the agency promptly in the event of security incidents or intrusions, or requests from foreign government agencies for access to the data, to enable the agency to manage these events proactively",1,0,0,0,1,1,0,1,1,promptly
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Bidder shall ensure that all the storage blocks or multiple copies of data if any are unallocated or zeroed out by the CSPs so that data cannot be recovered,1,0,1,0,1,0,0,1,1,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"If due to some regulatory reasons if it is required to securely decommission data, departments can implement data encryption at rest using departments managed keys, which are not stored in the cloud",1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Then customers may delete the key used to protect the decommissioned data, making it irrecoverable",1,0,0,0,1,0,0,5,1,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"The CSP/Bidder shall report forthwith in writing of information security breaches to the IBM by unauthorized persons (including unauthorized persons who are employees of any Party) either to gain access to or interfere with the Project's Data, facilities or Confidential Information",1,0,0,0,1,1,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The CSP undertakes to treat information passed on to them under this Agreement as classified,1,0,0,0,1,1,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,Such Information will not be communicated / published / advertised by the CSP to any person/organization without the express permission of the IBM,0,0,0,0,0,0,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Bidder shall execute non-disclosure agreements with the IBM with respect to MTS Project,1,0,0,0,1,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"For the avoidance of doubt, it is expressly clarified that the aforesaid provisions shall not apply to the following information: information already available in the public domain; information which has been developed independently by the Service Provider; information which has been received from a third party who had the right to disclose the aforesaid information; Information which has been disclosed to the public pursuant to a court order",0,0,0,0,0,0,0,5,1,doubt
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Subcontractors will be permitted to obtain customer data only to deliver the services the bidder has retained them to provide and will be prohibited from using customer data for any other purpose,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The bidder remains responsible for its subcontractors’ compliance with bidder’s obligations under the Project,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Nature of replication between the DC and DRC (e.g., asynchronous replication of data between Primary DC and DRDC)",0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,RPO should be less than or equal to <<2 hours>> and RTO shall be less than or equal to <<4 hours>>,1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The key transaction data shall have <<RPO of 15 minutes>>,1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,DR Database Storage shall be replicated on an ongoing basis and shall be available in full (100% of the PDC) as per designed RTO/RPO and replication strategy,1,0,1,0,0,0,1,1,1,problem 1
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The storage should be 100% of the capacity of the Primary Data Center,1,0,1,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"In the event of a site failover or switchover, DR site will take over the active role, and all requests will be routed through that site",0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"Application data and application states will be replicated between data centers so that when an outage occurs, failover to the surviving data center can be accomplished within the specified RTO",1,0,0,0,0,0,1,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,"E-Discovery: Electronic discovery (e-discovery) is the process of locating, preserving, collecting, processing, reviewing, and producing Electronically Stored Information (ESI) in the context of or criminal cases/proceedings or investigation",0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,IBM must be able to access and retrieve such data in a CSP environment in a timely fashion for normal work purposes,0,0,0,0,0,0,0,1,1,timely
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,Law Enforcement Request: The Law Enforcement Agency as mandated under any law for the time being in force may seek access to information stored on cloud as provided by the Service Provider,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The onus shall be on the Cloud Service Provider to perform all due diligence before releasing any such information to any such law enforcement agency,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,Audit: IBM shall ensure that the Cloud Service Provider’s services offerings are audited and certified by STQC/MeitY,0,0,0,0,0,0,0,0,0,
https://ibm.gov.in/writereaddata/files/10062017103655RFPforSelectionofCloudServiceprovider.pdf,The Cloud Service Provider’s services offerings shall comply with the audit requirements defined under the terms and conditions of the Provisional Empanelment of the Cloud Service Providers (or STQC /MEITY guidelines as and when published),1,0,0,0,1,0,0,0,0,
